cluster_type,cluster_id,member_count,document_count,documents,sample_text,member_block_ids
exact,EXACT-093,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,The 6rd protocol makes it possible to deploy IPv6 to sites using a service provider’s IPv4 network. 6rd uses the service provider’s own IPv6 address prefix. This limits the operational domain of 6rd to the service provider’s network and is under direct control of the service provider. The IPv6 servi,b4ea45d9-09f3-515c-9530-7531ea961c6b;063dbf2c-3f69-5f4e-b782-908e3f98521f;41a1822f-3f8a-56e0-bf8a-f9eccef671b6;a7957a76-de5a-53fb-92ac-f631eb9f1398
exact,EXACT-094,4,4,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"The admin password is the one you specified the first time you logged in. You can change this password. **Note:** The ideal password contains no dictionary words from any language and contains uppercase and lowercase letters, numbers, and symbols. It can be up to 30 characters. **To change the passw",05519e14-2eff-51e9-9236-e93957018d1d;ecffda61-8412-5d08-b713-fa6582b8dfc8;d659abfb-9458-5e61-8449-b4a4aae55ec6;6d848f3e-e6e3-503d-9675-58b59b11274a
exact,EXACT-095,7,7,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-rbk852.pdf;netgear-xr500.pdf,"The configuration settings of the router are stored within the router in a configuration file. You can back up (save) this file to your computer, restore it, or reset it to the factory default settings.",338f9d2d-05f6-5bdf-acd5-cb2a03fb059c;48daa85c-d9e5-5265-bf42-a0c7925b8190;6d219eb3-6149-5d6c-8844-027688914cdd;9b436014-fc83-5419-ba50-613703d5232d;f003c0c5-e70d-52ca-b5ce-ef1d95bb2a6b;92a8ea92-562c-5dbc-8efb-b7212f4d7b72;556885d1-aa62-59a7-8480-f348760f9f6f
exact,EXACT-096,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"The default DMZ server feature is helpful when you are using some online games and videoconferencing applications that are incompatible with Network Address Translation (NAT). The router is programmed to recognize some of these applications and to work correctly with them, but other applications mig",8d7df806-ebdb-5595-9169-ceb85d0ba6e4;f6a204e1-2aaa-5aef-8411-ec48511021fc;e4751896-a4ff-513a-b8f7-bc2d01f03f3e;398e6767-c079-5f75-9165-df722383b745;508d014b-f83c-5a94-8faf-9967fbe1c057
exact,EXACT-097,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"The following sequence shows the effects of a port forwarding rule: 1. When you type the URL www.example.com in your browser, the browser sends a web page request message with the following destination information: • **Destination address**. The IP address of www.example.com, which is the address of",36a44e4d-1905-5cef-bfe9-49ea3609dc3c;cf516841-9648-5ad0-aaaa-b65b9c5d85aa;0b8e2055-6f61-572f-84da-42d70195ba7b;cb0591a9-a6dd-512d-aa50-8e0629954cd8
exact,EXACT-098,2,2,netgear-rax120.pdf;netgear-raxe500.pdf,"The LEDs on the top panel of the router indicate activities and behavior. You can disable LED blinking for network communications, or turn off all LEDs except the Power LED. **To disable LED blinking or turn off the LEDs:** 1. Launch a web browser from a computer or mobile device that is connected t",5c82d4ef-7c18-5ecc-b644-701b7da5e828;5f93337e-fdab-5f48-936b-564936a076a7
exact,EXACT-099,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,The maximum transmission unit (MTU) is the largest data packet a network device transmits.,aba5c3ef-7a47-5a71-bbb4-2da2cc9d65dc;d510a528-960a-5a04-a418-52be3577de37;9b7e81c1-1253-5918-a003-5a479e466736;6bfc01f5-9448-58d3-8765-27e712fd3624;fbf822a7-110a-5ac3-b64c-6a5fbaf2ccc4
exact,EXACT-100,2,2,netgear-r7000.pdf;netgear-raxe500.pdf,The remote relay router is the router to which your router creates a 6to4 tunnel. Make sure that the IPv4 Internet connection is working before you apply the 6to4 tunnel settings for the IPv6 connection. **To set up an IPv6 Internet connection by using a 6to4 tunnel:** 1. Launch a web browser from a,42167bc0-e34c-5226-ad86-a6c638c5859a;90dc0cf2-c796-57eb-87e5-6550886d3566
exact,EXACT-101,2,2,netgear-rax120.pdf;netgear-rax50.pdf,The remote relay router is the router to which your router creates a 6to4 tunnel. Make sure that the IPv4 Internet connection is working before you apply the 6to4 tunnel settings for the IPv6 connection. **To set up an IPv6 Internet connection by using a 6to4 tunnel:** 1. Launch a web browser from a,cf568022-8152-52b0-aef0-cb6d9ac1cda6;60bde80c-34b9-5f48-858f-3fcabaf28633
exact,EXACT-102,3,3,netgear-r6350.pdf;netgear-r7000.pdf;netgear-raxe500.pdf,"The router admin password is used to log in to your router web interface. We recommend that you enable password recovery so that you can recover the password if it is forgotten. This recovery process is supported in Internet Explorer, Firefox, and Chrome browsers but not in the Safari browser. **To ",471370d2-cd2d-521d-bffc-7602e6c53654;33ddbb7b-7ffc-5553-bb87-9bb51750c9f2;bd1499f0-941f-5bc2-a5a8-04745eefa6c6
exact,EXACT-103,2,2,netgear-rax120.pdf;netgear-rax50.pdf,"The router admin password is used to log in to your router web interface. We recommend that you enable password reset so that you can reset the password if you forget it. This reset process is supported in Chrome, Safari, Firefox, Edge, and Internet Explorer. **To enable password reset:** 1. Launch ",ea7382ed-6f7a-546f-bda2-f6df5aeb7d0d;dbd4c253-9a3f-5c37-815b-6479d033a582
exact,EXACT-104,3,3,netgear-r7000.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,The router can email you its logs of router activity. The log records router activity and security events such as attempts to access blocked sites or services. **To set up email notifications:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Ente,bd59f813-7478-573e-bbc9-68e2974d38e7;147ad2c0-a04d-5904-bf09-3459263a8468;2995f3d8-b1d9-5ef2-b596-41e1562ee175
exact,EXACT-105,2,2,netgear-r6350.pdf;netgear-rax120.pdf,The router can email you its logs of router activity. The log records router activity and security events such as attempts to access blocked sites or services. **To set up email notifications:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Ente,9eea4a57-4c9e-51eb-b299-049a4b930e58;51d3d6a5-8a0e-5494-80bb-a5e58e9a1b5e
exact,EXACT-106,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"The router comes with preset security. This means that the WiFi network name (SSID), network key (password), and security option (encryption protocol) are preset in the factory. You can find the preset SSID and password on the router label. **Note:** The preset SSID and password are uniquely generat",61f495ce-b463-5f79-a3ab-a0da67b6926f;88a61bbc-985f-5b34-9830-9632803f359f;567ccffc-53dd-5f49-8306-5dd3c23407e7;02b732ff-6440-5fb7-94a1-7afaa05c4053
exact,EXACT-107,2,2,netgear-r6350.pdf;netgear-rax120.pdf,The router firmware (routing software) is stored in flash memory. You might see a message at the top of the router pages when new firmware is available. You can respond to that message to update the firmware or you can check to see if new firmware is available and update your product. **Note:** We r,2a3ade55-f893-5d78-8ead-3ff6b3d197c7;b96f1275-8b98-5f40-9bf9-eefaa5f65f16
exact,EXACT-108,2,2,netgear-rax50.pdf;netgear-raxe500.pdf,The router firmware (routing software) is stored in flash memory. You might see a message at the top of the router pages when new firmware is available. You can respond to that message to update the firmware or you can check to see if new firmware is available and update your product. **Note:** We r,175b6bb5-6032-5c21-9e2d-83dbb8b8ef10;d433d7a9-b192-58d4-8259-fbfeef9384e6
exact,EXACT-109,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,The router is preconfigured to use private IP addresses on the LAN side and to act as a DHCP server. The router’s default LAN IP configuration is as follows: • **LAN IP address**. 192.168.1.1 • **Subnet mask**. 255.255.255.0 These addresses are part of the designated private address range for use in,5daae3a0-c73e-5639-84a1-0761839ee2e8;24b4cb3e-9057-5f4c-a772-56b1413c9afc;655ecb0a-75ee-537e-92b3-63ec5fc650a2;d62e312a-4a41-56f0-9db6-bf5f9b4d836b
exact,EXACT-110,2,2,netgear-r7000.pdf;netgear-rax120.pdf,"The router lets you access your network anywhere within the operating range of your WiFi network. However, the operating distance or range of your WiFi connection can vary significantly depending on the physical placement of your router. In addition, position your router according to the following g",a558a4fd-f5ea-5ad7-8f40-f63c42201e36;a598cdde-568d-5aea-8f59-8c49a63df425
exact,EXACT-111,2,2,netgear-rax50.pdf;netgear-raxe500.pdf,"The router lets you access your network anywhere within the operating range of your WiFi network. However, the operating distance or range of your WiFi connection can vary significantly depending on the physical placement of your router. In addition, position your router according to the following g",f42f57b0-65cd-5982-935c-289c54636287;6aafe5c2-9e7c-5443-b0ec-68521fe653f9
exact,EXACT-112,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"The router lists default services and applications that you can use in port forwarding rules. If the service or application is not predefined, you can add a port forwarding rule with a custom service or application. **To add a custom service:** 1. Find out which port number or range of numbers the a",0125269b-47b9-5b29-91af-0325b612dd29;b10cb40c-c22b-5f9d-b7f2-45089cb0c5d8;2e1c137e-3319-584a-91ad-84969b5cd7aa;006fde7c-e877-568e-92ed-1644ace1f176
exact,EXACT-113,6,6,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,"The router works with most USB-compliant external flash and hard drives. For the most up-to-date list of USB devices that the router supports, visit [kb.netgear.com/app/answers/detail/a_id/18985/~/readyshare-usb-drives-compatibility-list](http://kb.netgear.com/app/answers/detail/a_id/18985/~/readysh",2882086e-f153-59ed-ae13-4db004aba555;72a696d1-9056-5c48-9ff6-0c2e0b809e50;aeaf90b5-5cb4-5ff1-af4a-2f43d2368c76;9c7ec5e9-5d33-5b95-b808-b5cf02baa6e4;78603c0b-03c7-5631-9b1a-d3d48e9e67eb;2cc3db60-d462-5d2e-8bb3-212863e51abf
exact,EXACT-114,3,3,netgear-r7000.pdf;netgear-rax120.pdf;netgear-raxe500.pdf,The router’s default device name is based on its model number. This device name displays in the file manager when you browse your network. **To change the router’s device name:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.r,2550e91a-0888-5250-85ee-2caf78ee854e;68fcd3bc-86dc-5257-9f12-7a71b0bc92b9;261c7d53-f37d-50eb-b8ee-5b6387530a59
exact,EXACT-115,3,3,netgear-r7000.pdf;netgear-rax120.pdf;netgear-raxe500.pdf,"The router’s internal WiFi radios broadcast signals in the 2.4 GHz and 5 GHz ranges. By default, they are on so that you can connect over WiFi to the router. When the WiFi radios are off, you can still use an Ethernet cable for a LAN connection to the router. You can turn the WiFi radios on and off ",2996dc9c-cb93-545d-b725-956a17e493b7;9468469c-e6de-5d4c-975f-a6c564c1fc28;50912702-dbaf-5ec5-8afb-4ab64431179c
exact,EXACT-116,2,2,netgear-r7000.pdf;netgear-xr500.pdf,The utility works on Windows-based and Mac computers. **To download the utility:** 1. Visit https://www.netgear.com/home/discover/apps/readyshare. 2. Click the **PRINT - Learn how you can print wirelessly from many devices** link. 3. Click the **Download PC installer and get started link** to downlo,0883606c-4aba-5dab-a274-d5331ac4d493;a09c6b57-384f-597b-abae-d46e6ac4584d
exact,EXACT-117,2,2,netgear-rax50.pdf;netgear-raxe500.pdf,"This chapter describes how to access and manage storage devices attached to your router. ReadySHARE lets you access and share USB storage devices connected to the router. (If your storage device uses special drivers, it is not compatible.) **Note:** You can use a USB port on the router to connect a ",5c61f262-9cb1-5422-82ca-bba17e560990;420520ee-2c88-5df3-8d5a-74f7c7ffc250
exact,EXACT-118,2,2,netgear-rax120.pdf;netgear-rax50.pdf,This chapter includes technical information about your router. The chapter covers the following topics: • Factory settings • Technical specifications,79516fac-9bcc-5550-b81e-1b52e81d140e;9d7dc9eb-7433-5d3a-897d-91aa91672789
exact,EXACT-119,4,4,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"This chapter provides information to help you diagnose and solve problems you might experience with your router. If you do not find the solution here, check the NETGEAR support site at [netgear.com/support](https://www.netgear.com/support/) for product and contact information. The chapter contains t",24c5a7a1-ff4a-5a1e-a5c6-f9eb1e47235d;c34384df-c222-5b59-b7b7-2f04743bef5f;93564cdc-b9be-5003-8d0f-381a4d7cf41f;44955124-2033-5707-91a3-8f89e17f59d2
exact,EXACT-120,6,6,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,This could occur for a number of reasons. Check the following: • Make sure that the power adapter is securely connected to your router and securely connected to a working power outlet. • Make sure that you are using the power adapter that NETGEAR supplied for this product. • If the Power LED blinks ,fca5ee25-d8aa-503c-9059-f2145cd1afdc;05565fdc-4481-5012-b515-85773c42fccd;bc5a29a3-c41c-51db-96ab-22d5d18c5515;b08e3502-c165-5543-8285-14dcebdc33a1;0ffe1a16-0158-5d04-9061-c8c001ebbb2d;a98e8bdc-2ecc-5767-b22f-9a9e74e55472
exact,EXACT-121,7,7,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-rbk852.pdf;netgear-xr500.pdf,This section describes tips for troubleshooting some common problems.,46a38fc4-c550-547d-bc4b-39a2b29510d7;1ff7cec6-00b2-5c38-afad-422b03cea259;874f3e49-e5ae-50b6-9017-4f54fd6af512;b5e4cf3c-ea45-5cde-afb0-48a361b4db9b;3ca4ff99-ea82-52a6-ae6a-4642a8ab493f;4889a9a4-90fe-5fc8-8c6e-4ee2cbabf2d8;694bac32-0843-5990-b993-105175e67fe3
exact,EXACT-122,2,2,netgear-r6350.pdf;netgear-xr500.pdf,"Traffic metering allows you to monitor the volume of Internet traffic that passes through the router Internet port. With the traffic meter utility, you can set limits for traffic volume, set a monthly limit, and get a live update of traffic usage.",e35d917d-5fa6-53cb-b444-2930ec14348e;f045ef8a-f6ea-53bc-bdab-ccff485b5c9f
exact,EXACT-123,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,Traffic metering allows you to monitor the volume of Internet traffic that passes through the router Internet port. You can set limits for traffic volume. **To monitor Internet traffic:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **htt,be8e97ac-3e19-5968-9fc6-34cf514873d4;b394157a-06a4-5abd-a83c-3f74a2db8267;04f1b52b-9f18-591e-ac0a-b16ee4a34dad
exact,EXACT-124,3,3,netgear-raxe500.pdf;netgear-rbk852.pdf;netgear-xr500.pdf,"Typically, you do not need to add static routes unless you use multiple routers or multiple IP subnets on your network. As an example of when a static route is needed, consider the following case: • Your main Internet access is through a cable modem to an ISP. • Your home network includes an ISDN ro",3a369364-1f46-5fc9-86e3-266870b30c82;0c1c7d8a-f45e-5523-bea2-3f232a33908c;a5427ca2-0037-5e17-9f5f-cf22c2c865f2
exact,EXACT-125,2,2,netgear-r6350.pdf;netgear-raxe500.pdf,"Under some circumstances (for example, if you lost track of the changes that you made to the router settings or you move the router to a different network), you might want to erase the configuration and reset the router to factory default settings. To reset the router to factory default settings, yo",74928c6b-843d-5533-87cb-91403d3fffc4;68b1a2b7-7cb1-591a-9fc8-8d01667f9004
exact,EXACT-126,2,2,netgear-rax50.pdf;netgear-raxe500.pdf,Universal Plug and Play (UPnP) helps devices such as Internet appliances and computers access the network and connect to other devices as needed. UPnP devices can automatically discover the services from other registered UPnP devices on the network. If you use applications such as multiplayer gaming,774ee189-bd64-5f3b-9cb7-acd22941260e;dc0a6ec1-1f45-588b-9708-d59ccb92c880
exact,EXACT-127,3,3,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf,"Use a web browser to access the router When you connect to the network (either with WiFi or with an Ethernet cable), you can use a web browser to access the router to view or change its settings. When you access the router, the software automatically checks to see if your router can connect to your ",618eac12-778b-52cc-a716-e9c26ef15dfc;1d46b169-4281-5310-a71d-73f58afbd283;e6ce940a-4d56-5287-829b-53a56e07beaa
exact,EXACT-128,2,2,netgear-rax120.pdf;netgear-raxe500.pdf,"Usually, the quickest way to set up the router to use your Internet connection is to allow your router to detect the Internet connection automatically when you first access the router web interface. You can also customize and manually specify your Internet settings. This chapter contains the followi",e0578528-bf9f-5d6c-a2e1-1ebb37fc2f4a;dae90d8b-ad90-52f6-a08a-82b2bd6d3b72
exact,EXACT-129,2,2,netgear-r6350.pdf;netgear-rax50.pdf,"Usually, the quickest way to set up the router to use your Internet connection is to allow your router to detect the Internet connection automatically when you first access the router web interface. You can also customize and manually specify your Internet settings. This chapter contains the followi",220fceda-3230-5c40-b7c5-f658c78651f8;285e6c83-1156-5cd6-bdb9-454276851c97
exact,EXACT-130,4,4,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-xr500.pdf,We recommend that you use a new USB HDD or format your old USB HDD to do the Time Machine backup for the first time. Use a blank partition to prevent some issues during backup using Time Machine. The router supports GUID or MBR partitions. **To format your USB hard disk drive and specify partitions:,967ce1bb-a54f-5809-a019-3275504db32a;cf03d1f8-a6d1-5581-b85d-52e0819e526d;17ad582c-a168-5331-9931-bc900e05e810;ff5135ad-c3ce-58be-add1-7b0a7cd9588f
exact,EXACT-131,2,2,netgear-rax120.pdf;netgear-rax50.pdf,"When one network device communicates across the Internet with another, the data packets travel through many devices along the way. If a device in the data path uses a lower maximum transmission unit (MTU) setting than the other devices, the data packets must be split or “fragmented” to accommodate t",f0a7a5c0-a73f-59d4-8a48-daea65e0c6d9;6fa573f9-aa9e-58a8-ae1b-a4dfefb50545
exact,EXACT-132,5,5,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,"When the router is turned on, the LEDs light for about 10 seconds and then turn off. If all the LEDs stay on, this indicates a fault within the router. If all LEDs are still lit one minute after power-up, do the following: • Cycle the power to see if the router recovers. • Press and hold the **Reset",0a809305-5da5-5901-8135-99733f3bd166;59cc073b-cb01-5945-a7bd-10eb0067b264;6b71d462-878a-5a3c-bcd1-cc0c4c0eda41;59820530-c150-5d26-8d5f-8cdc5568bc13;f6d6138b-c820-50cb-8864-318c912e2be1
exact,EXACT-133,3,3,netgear-r7000.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,"When you connect to the network (either with WiFi or with an Ethernet cable), you can use a web browser to access the router to view or change its settings. When you access the router, the software automatically checks to see if your router can connect to your Internet service.",a4d38e1f-3711-5bee-89be-b1c9f205a94c;51405423-2987-5292-8fb8-9b78e651d7c5;8ad2b555-9f62-511c-a947-d8aceea891be
exact,EXACT-134,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"When you first connect to your router and launch a web browser, the browser automatically displays the router web interface. If you want to view or change settings for the router later, you can use a browser to log in to the router web interface. **To log in to the router:** 1. Launch a web browser ",3f100d8c-71dc-51fa-999b-d623ca1ef390;49ea29b1-2ee4-5b9b-95e1-6d7a8e05ce63;b9937b70-a336-5587-80b2-44b7567807fd;860dfd07-9525-52da-970b-42a2a609702c;284ac42f-f227-5ca0-b197-899e6ff1e768
exact,EXACT-135,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"When you schedule blocking, the same schedule is used to block sites and to block services. **To schedule blocking:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router a",a2e26983-94d7-506d-83a6-3c78b6ae4ad5;442859fc-6fc0-5497-a9e9-11bdc21f085e;fbac5510-ea20-59be-8bd9-0fd9637cceb4;c6e86a74-7a3c-5475-b624-f0f83e8c942e
exact,EXACT-136,7,7,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-rbk852.pdf;netgear-xr500.pdf,"When you specify a reserved IP address for a computer on the LAN, that computer always receives the same IP address each time it accesses the router’s DHCP server. Assign reserved IP addresses to computers or servers that require permanent IP settings.",2fe2c800-86be-5e48-a3a1-bcf5a38250a9;75463286-d441-58b4-9482-ac37de0c3bb4;a15d79c0-fcfa-5abe-b0d4-e22465c5bfcc;ae2259f6-8050-542d-9a92-39175d397ce8;f6c61c21-d92c-54a7-b2e9-088638fde1ae;1bc1f0f3-ed79-5fda-9614-e275a1313f45;b76b2605-ab8e-5508-90b0-0cc46974fc3e
exact,EXACT-137,3,3,netgear-r6350.pdf;netgear-r7000.pdf;netgear-raxe500.pdf,"When you’re away from home and you access the Internet, you usually use a local Internet service provider. For example, at a coffee shop you might be given a code that lets you use the coffee shop’s Internet service account to surf the web. Nighthawk lets you use a VPN connection to access your own ",521df11b-ba0a-5d89-89c6-150357614d6d;e393c75e-52fd-5fcd-9068-f94c6b393776;10dda850-09b9-5de4-90ce-8b1de5749aed
exact,EXACT-138,4,4,netgear-rax120.pdf;netgear-rax50.pdf;netgear-rbk852.pdf;netgear-xr500.pdf,"When you’re away from home and you access the Internet, you usually use a local Internet service provider. For example, at a coffee shop you might be given a code that lets you use the coffee shop’s Internet service account to surf the web. Your router lets you use a VPN connection to access your ow",505dd2c2-6ce5-572c-80c4-ed857b8ec4bd;5fc0a06a-b9bd-5a78-8f70-08b7b7ff6bcc;18c63118-b35b-5dc4-868c-424c36df8576;848fde79-c3e4-5e3f-a6f9-2718f0daad99
exact,EXACT-139,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"With the Nighthawk app, you can easily install and manage your router. The app automatically updates the router to the latest firmware, allows you to personalize your WiFi network, and even helps register your router with NETGEAR. The Nighthawk app is available for iOS and Android mobile devices. **",7d31218a-8510-586c-9d5e-5bf879b2139f;c111178e-50a7-5a39-9170-89ec0b5a11cd;a0302612-1576-5d05-bb59-59af013c1387
exact,EXACT-140,3,3,netgear-r7000.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,You can add network folders on a USB storage device connected to a router USB port. **To add a network folder:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin ,d14c49dc-0145-567a-83e4-8fc49ec730e0;daed7153-9fb1-599b-a95f-40cf3aa79879;b2cee766-ed4f-59bb-8d66-703a2aecba75
exact,EXACT-141,2,2,netgear-r6350.pdf;netgear-xr500.pdf,"You can block keywords and domains (websites) to prevent certain types of HTTP traffic from accessing your network. By default, keyword blocking is disabled and no domains are blocked.",c8e2e1b4-35c7-5814-a059-5dbb9cc71c57;49e176f6-6d4c-55b2-a4c3-52e8f1657434
exact,EXACT-142,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,You can change the settings for your Dynamic DNS account. **To change your settings:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. Th,4e9903cc-4ad7-5bcf-af85-87b219f54a4e;7e090661-6e52-5e1b-9b1e-3efc302a53dd;d7d2bc93-72bb-53d6-945c-0708fde2888b;0c508bb0-976d-53ba-a55e-f4605a17747b;559865a3-a183-5cf0-bf66-1fb2cc2522d0
exact,EXACT-143,2,2,netgear-rax120.pdf;netgear-rax50.pdf,"You can configure the router to require HTTPS connections between your web browser and the router web interface, for example, “https://www.routerlogin.net”. When you enable the HTTPS requirement, connection requests to the router web interface that specify HTTP are automatically converted to HTTPS. ",c05cd7cb-2670-5e82-bcbc-bee3e9b64379;bd871467-b42f-5be9-8561-c3214f30360f
exact,EXACT-144,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-xr500.pdf,"You can connect to the router network using a wired, WiFi, or WPS connection. **Note:** If you set up your computer to use a static IP address, change the settings so that it uses Dynamic Host Configuration Protocol (DHCP).",49655da2-2bfa-5a2f-bb1b-4b78ec0bbdc6;dc36f815-7f24-51a5-a0f4-3813ca57ccec;57cec0d0-cd21-59eb-8018-235e021d37ce
exact,EXACT-145,3,3,netgear-r6350.pdf;netgear-r7000.pdf;netgear-raxe500.pdf,"You can connect to the router’s network through a wired or WiFi connection. If you set up your computer to use a static IP address, change the settings so that it uses Dynamic Host Configuration Protocol (DHCP).",58cc2990-a765-5ece-87fb-a2a20ebaeff7;fac1f6ea-f1a9-50e3-be96-b92d4f433db1;ca7a7f87-98bf-5510-8ab8-492e60b839bc
exact,EXACT-146,2,2,netgear-r6350.pdf;netgear-r7000.pdf,You can connect to the router’s WiFi networks or use a wired Ethernet connection. This chapter explains the ways you can connect and how to access the router and log in. The chapter contains the following sections: • Connect to the network • Types of logins • Use a web browser to access the router •,c709ad0c-5fe3-5778-b943-ca4d65a5b0aa;745ac215-7395-5236-98bb-10e63c74cccd
exact,EXACT-147,2,2,netgear-rax120.pdf;netgear-rax50.pdf,You can connect to the router’s WiFi networks or use a wired Ethernet connection. This chapter explains the ways you can connect and how to access the router and log in. The chapter contains the following sections: • Connect to the router network • Types of logins • Use a web browser to access the r,d2882eee-b342-5217-b842-7c902170a6f9;d2060ac0-b725-5347-b74a-176f6cde52de
exact,EXACT-148,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-xr500.pdf,"You can connect WiFi-enabled devices to the router WiFi network using the router WiFi network name and password. **To connect to the WiFi network:** 1. Make sure that the router is receiving power (its Power LED is lit). 2. On your WiFi-enabled device, open your device's WiFi network management sett",b60e3895-245a-5425-8b93-c239ec1de9e2;e00425b6-15d6-5234-b2e5-d0f194e4e777;2a1b1cbd-974a-5a9c-9219-1347ad1801b0
exact,EXACT-149,2,2,netgear-rax120.pdf;netgear-rax50.pdf,You can connect WPS-enabled devices to the router’s WiFi network with Wi-Fi Protected Setup (WPS). Your router has a **WPS** button that you can use to connect WPS-enabled devices. **To use WPS to connect to the WiFi network:** 1. Make sure that the router is receiving power (its Power LED is lit). ,20391ce6-2367-5709-8d12-8c24f2b78704;0d0332bd-75ac-5ad3-9c5a-7aed854a77fe
exact,EXACT-150,2,2,netgear-r6350.pdf;netgear-raxe500.pdf,You can connect your computer to the router using an Ethernet cable and join the router’s local area network (LAN). **To connect your computer to the router with an Ethernet cable:** 1. Make sure that the router is receiving power (its Power LED is lit). 2. Connect an Ethernet cable to an Ethernet p,8c9c3311-abcd-5912-bda0-41cc81f81fc2;2d4a99e8-23f7-5d37-bfe7-d8e07fd88bf1
exact,EXACT-151,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-xr500.pdf,You can connect your computer to the router using an Ethernet cable and join the router’s local area network (LAN). **To connect your computer to the router with an Ethernet cable:** 1. Make sure that the router is receiving power (its Power LED is lit). 2. Connect an Ethernet cable to an Ethernet p,46818bd5-23ae-5531-be06-497cb2cd499e;1b2c7958-ebc1-5927-bfb6-4acbd0f97781;041af6d2-f4a9-5f83-a963-204b752c27c8
exact,EXACT-152,3,3,netgear-r6350.pdf;netgear-r7000.pdf;netgear-raxe500.pdf,You can connect your WPS-enabled device to the router’s WiFi network with Wi-Fi Protected Setup (WPS) or you can find and select the WiFi network. **To use WPS to connect to the WiFi network:** 1. Make sure that the router is receiving power (its Power LED is lit). 2. Check the WPS instructions for ,2d39d5ec-5238-5e12-83da-bbfdf19b3337;db3f81a5-963b-525a-8b9c-8af646091a3d;f72b3fab-491f-57b2-a41b-dcebb85c933e
exact,EXACT-153,3,3,netgear-r7000.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,You can edit network folders on a USB storage devices connected to a router USB port. **To edit a network folder:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router adm,de934a4b-5cff-56d8-8989-50c3c26447be;07d2242a-f841-5b3b-91e1-3a0249026fc8;0732d446-ec1f-5e96-a58a-13d4001cea78
