document_id,filename,product_model,block_id,block_type,text,char_count,word_count,token_estimate,page_start,page_end,page_bin,heading_depth,parent_heading_ids,section_path,topic_labels,topic_classification,evidence_shape,table_figure_flag,block_sequence,text_block_sequence,char_start,char_end,text_sha256,question_allowed,review_reason,source_frame_id,duplicate_cluster_id,exact_duplicate_cluster_id,template_duplicate_cluster_id
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a8ed97f6-b0c8-5d7e-b5cc-af310c2cb700,TEXT_BLOCK,"**CAUTION:** This process erases all settings that you configured in the router.
**To reset the router to factory default settings:**
1. On the back of the router, locate the **Reset** button.
2. Using a straightened paper clip, press and hold the **Reset** button for at least five
seconds.
3. Release the **Reset** button.
The Power LED starts blinking. When the reset is complete, the router restarts. This
process takes about two minutes.
**WARNING:** To avoid the risk of corrupting the firmware, do not interrupt the reset.
For example, if you are connected to the router web interface, do not close the
browser, click a link, or load a new page. Do not turn off the router. Wait until the
router finishes restarting.",723,122,181,141,142,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;42e34f2d-aa14-500d-a035-3d63d6d50bf0;f70ea462-afe1-5108-9922-00367220a493,Manage Your Router > Return the router to its factory default settings > Use the Reset button,,manual_review_pending,multi_block_procedure,False,295,147,196332,197055,a6e39d686e2da10c0d2dbcd97421080597d8cc90c2f7325e4b6a1f6c5da963f3,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:a8ed97f6-b0c8-5d7e-b5cc-af310c2cb700,TEMPLATE-003,EXACT-003,TEMPLATE-003
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,30cb5af4-ad9a-5de4-b044-140768a610eb,TEXT_BLOCK,"**CAUTION:** This process erases all settings that you configured in the router.
**To erase the settings:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Administration > Backup Settings**.
The Backup Settings page displays.
5. Click the **Erase** button.
The configuration is reset to factory default settings. When the reset is complete,
the router restarts. This process takes about two minutes.
**WARNING:** To avoid the risk of corrupting the firmware, do not interrupt the reset.
For example, do not close the browser, click a link, or load a new page. Do not turn
off the router. Wait until the router finishes restarting.",1000,163,250,142,142,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;42e34f2d-aa14-500d-a035-3d63d6d50bf0;2026fd8d-cbd9-5bdf-b01a-174132e6d9a0,Manage Your Router > Return the router to its factory default settings > Erase the settings,,manual_review_pending,multi_block_procedure,False,297,148,197056,198056,724dfceea964b4b07aff6c7671a8491aa7c446be9defc5124106f4e7d5bac2a3,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:30cb5af4-ad9a-5de4-b044-140768a610eb,TEMPLATE-001,EXACT-001,TEMPLATE-001
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,b874e42d-7c07-52b4-b4a0-f686fa45be6b,TEXT_BLOCK,"You can view information about the router and its ports and the status of the Internet
connection and WiFi network. In addition, you can view traffic statistics for the various
ports.",183,31,46,143,143,P4,2,f5f44d2e-6abf-505f-beed-a65bdae84cc0;4fac38a4-b0fb-5482-a971-7e874dcdc82f,Manage Your Router > View the Status and Statistics of the Router,,manual_review_pending,single_block,False,299,149,198057,198240,eb4fe6960ece46e148192f9c177eac39fb7ceba824e333b9f6f3ec5f1d43800d,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:b874e42d-7c07-52b4-b4a0-f686fa45be6b,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,6c6e7f93-dc23-57df-8cb4-4e5e8b6429f8,TEXT_BLOCK,"You can view router information, the Internet port status, and WiFi settings.
**To view information about the router and the Internet, modem, and WiFi settings:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Click the **ADVANCED** tab.
The ADVANCED Home page displays.
The information on this page uses the following color coding:
• A green icon indicates that the Internet connection is fine and no problems exist.
For a WiFi network, the network is enabled and secured.
• A red icon indicates that configuration problems exist for the Internet connection
or the connection is down. For a WiFi network, the network is disabled or down.
• An amber icon indicates that the Internet port is configured but cannot get an
Internet connection (for example, because the cable is disconnected), that a WiFi
network is enabled but unprotected, or that another situation that requires your
attention occurred.",1252,205,313,143,143,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;4fac38a4-b0fb-5482-a971-7e874dcdc82f;24b3141c-366e-538c-ad99-91b76684b4b3,Manage Your Router > View the Status and Statistics of the Router > View information about the router and the Internet and WiFi settings,,manual_review_pending,multi_block_procedure,False,301,150,198241,199493,279ee662998bbdca3e9a4103ea3bfcfc0567c71c6d644e5ec0e77ea0cb4b33d3,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:6c6e7f93-dc23-57df-8cb4-4e5e8b6429f8,TEMPLATE-195,EXACT-172,TEMPLATE-195
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,8797aa97-5d6c-50dc-aa5e-f2974c7ee729,TEXT_BLOCK,"**To display the statistics of the Internet port:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Click the **ADVANCED** tab.
The ADVANCED Home page displays.
5. In the Internet Port pane, click the **Show Statistics** button.
The Show Statistics window opens and displays following information:
• **System Up Time**. The time elapsed since the router was last restarted.
• **Port**. The statistics for the WAN (Internet) port, LAN (Ethernet) ports, and WLANs.
For each port, the window displays the following information:
- **Status**. The link status of the port.
- **TxPkts**. The number of packets transmitted on this port since the router was
last started.
- **RxPkts**. The number of packets received on this port since the router was last
started.
- **Collisions**. The number of collisions on this port since the router was last
started.
- **Tx B/s**. The current transmission (outbound) bandwidth used on the WAN
and LAN ports.
- **Rx B/s**. The current reception (inbound) bandwidth used on the WAN and
LAN ports.
- **Up Time**. The time elapsed since this port acquired the link.
- **Poll Interval**. The interval at which the statistics are updated on this page.
6. To change the polling frequency, enter a time in seconds in the **Poll Interval** field
and click the **Set Interval** button.
To stop the polling entirely, click the **Stop** button.",1712,282,428,144,145,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;4fac38a4-b0fb-5482-a971-7e874dcdc82f;0d5d6c8a-8907-586e-8501-a213b2718fdd,Manage Your Router > View the Status and Statistics of the Router > Display the statistics of the Internet port,,manual_review_pending,multi_block_procedure,False,303,151,199494,201206,aa51172c3ab381daf3b964a026cad611f03dc676ff4db5f6bccc3c5196e913f9,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:8797aa97-5d6c-50dc-aa5e-f2974c7ee729,TEMPLATE-016,EXACT-014,TEMPLATE-016
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,ed852bc0-c5d4-5ae7-9219-ff2896fb89e0,TEXT_BLOCK,"**To check the Internet connection status:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Click the **ADVANCED** tab.
The ADVANCED Home page displays.
5. In the Internet Port pane, click the **Connection Status** button.
The Connection Status window opens. The information that displays depends on
the type of Internet connection.
For example, if your Internet connection does not require a login and the router
receives an IP address automatically, the window displays the following information:
• **IP Address**. The IP address that is assigned to the router.
• **Subnet Mask**. The subnet mask that is assigned to the router.
• **Default Gateway**. The IP address for the default gateway that the router
communicates with.
• **DHCP Server**. The IP address for the Dynamic Host Configuration Protocol server
that provides the TCP/IP configuration for all the computers that are connected
to the router.
• **DNS Server**. The IP address of the Domain Name Service server that provides
translation of network names to IP addresses.
• **Lease Obtained**. The date and time when the lease was obtained.
• **Lease Expires**. The date and time that the lease expires.
6. To release (stop) the Internet connection, click the **Release** button.
7. To renew (restart) the Internet connection, click the **Renew** button.
8. To exit the screen, click the **Close Window** button.",1725,277,432,145,145,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;4fac38a4-b0fb-5482-a971-7e874dcdc82f;64acede3-bbae-5ec8-b761-1f6d7dd99431,Manage Your Router > View the Status and Statistics of the Router > Check the Internet connection status,,manual_review_pending,multi_block_procedure,False,305,152,201207,202932,445748eca122de9e8d34e1ebc961c3b456a74325cd63433813ea92322a7fb45f,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:ed852bc0-c5d4-5ae7-9219-ff2896fb89e0,TEMPLATE-011,EXACT-009,TEMPLATE-011
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,882ecfc1-1dc6-5e9b-9aa9-18107828ea43,TEXT_BLOCK,"The log is a detailed record of the websites that users on your network accessed or
attempted to access and many other router actions. Up to 256 entries are stored in the
log. You can manage which activities are logged.",219,40,55,146,146,P4,2,f5f44d2e-6abf-505f-beed-a65bdae84cc0;27055c88-b02e-5142-a8bd-d9cf63acf271,Manage Your Router > Manage the Activity Log,,manual_review_pending,single_block,False,307,153,202933,203152,6e369a53e9223f8affca6bc871c58d762c02685aae90bbb477ab3725431f32a8,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:882ecfc1-1dc6-5e9b-9aa9-18107828ea43,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,2614cfc0-dae8-5058-a15f-5d2e353875c9,TEXT_BLOCK,"In addition to viewing the logs, you can email them and clear them.
**To view, email, or clear the logs:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Administration > Logs**.
The Logs page displays the following information:
• **Action**. The action that occurred, such as whether Internet access was blocked
or allowed.
• **Source**. The name, IP address, or MAC address of the target device, application,
or website for this log entry.
• **Target**. The name, IP address, or MAC address of the target device, application,
or website for this log entry.
• **Date and Time**. The date and time at which the action occurred.
5. To refresh the log entries onscreen, click the **Refresh** button.
6. To clear the log entries, click the **Clear Log** button.
7. To email the log immediately, click the **Send Log** button.
The router emails the logs to the address that you specified (see Set up security
event email notifications on page 87).",1307,221,327,146,146,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;27055c88-b02e-5142-a8bd-d9cf63acf271;7ec9bf56-39bd-5294-86ff-67bb8c215a87,"Manage Your Router > Manage the Activity Log > View, Email, or Clear the Logs",,manual_review_pending,multi_block_procedure,False,309,154,203153,204460,b535b925b798f52dcfd0a30d9c0dad620daeafbaa98f5ac7605a9f539a7ca957,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:2614cfc0-dae8-5058-a15f-5d2e353875c9,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,d3335b7e-9c1e-51c0-bc02-4c72413be8bc,TEXT_BLOCK,"You can specify which activities are logged. These activities display in the log and are
forwarded to the syslog server if you enabled the syslog server function.
**To manage which activities are logged:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Administration > Logs**.
The Logs page displays.
5. Select the check boxes that correspond to the activities that you want to be logged.
By default, all check boxes are selected.
6. Clear the check boxes that correspond to the activities that you do not want to be
logged.
7. Click the **Apply** button.
Your settings are saved.",945,159,237,147,147,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;27055c88-b02e-5142-a8bd-d9cf63acf271;b1e0e05c-904d-5d0d-9a6a-e539036bfcf7,Manage Your Router > Manage the Activity Log > Specify Which Activities Are Logged,,manual_review_pending,multi_block_procedure,False,311,155,204461,205406,e30dd1bd7c44e10996eb5641402092ae24d799fa7396d63ef15ed3d571d2dd41,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:d3335b7e-9c1e-51c0-bc02-4c72413be8bc,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,3835ef8f-a7c0-59d5-beee-b439588447f3,TEXT_BLOCK,"You can view all computers and devices that are currently connected to your network.
**To view devices on the network:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **Attached Devices**.
The following information is displayed:
**• Connection Type**. Wired or the WiFi band for the connection.
**• Device Name**. If the device name is known, it is shown here.
**• IP Address**. The IP address that the router assigned to this device when it joined
the network. This address can change if a device is disconnected and rejoins the
network.
**• MAC Address**. The unique MAC address for each device does not change. The
MAC address is typically shown on the product label of the device.
5. To update this page, click the **Refresh** button.",1096,185,274,147,148,P4,2,f5f44d2e-6abf-505f-beed-a65bdae84cc0;0d2d2024-749f-547a-a579-988115847343,Manage Your Router > View devices currently on the network,,manual_review_pending,multi_block_procedure,False,313,156,205407,206503,9ef0eec4619cfa494a0cbdaa2b8e7cbc0be5a337d9eb1d4c6db8afaf2a32e2b7,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:3835ef8f-a7c0-59d5-beee-b439588447f3,TEMPLATE-191,EXACT-168,TEMPLATE-191
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,e35d917d-5fa6-53cb-b444-2930ec14348e,TEXT_BLOCK,"Traffic metering allows you to monitor the volume of Internet traffic that passes through
the router Internet port. With the traffic meter utility, you can set limits for traffic volume,
set a monthly limit, and get a live update of traffic usage.",247,42,62,148,148,P4,2,f5f44d2e-6abf-505f-beed-a65bdae84cc0;a2eb4db7-173e-51e8-8a7f-9478caf0fb9c,Manage Your Router > Monitor and Meter Internet Traffic,,manual_review_pending,single_block,False,315,157,206504,206751,659dfe05247490a67ff7ac45fee98c014cdf09e2429054629d137bfa04540c94,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:e35d917d-5fa6-53cb-b444-2930ec14348e,TEMPLATE-135,EXACT-122,TEMPLATE-135
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,b2adf112-ec34-5a14-81ae-3abfb50d721e,TEXT_BLOCK,"You can monitor the traffic volume without setting a limit.
**To start or restart the traffic meter without configuring traffic volume restrictions:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > Traffic Meter**.
The Traffic Meter page displays.
5. Select the **Enable Traffic Meter** check box.
By default, no traffic limit is specified and the traffic volume is not controlled.
6. In the Traffic Counter section, set the traffic counter to begin at a specific time and
date.
7. To start the traffic counter immediately, click the **Restart Counter Now** button.
8. Click the **Apply** button.
Your settings are saved and the router restarts.
The Internet Traffic Statistics section helps you to monitor the data traffic. For more
information, see View the Internet Traffic Volume and Statistics on page 149.",1192,193,298,148,149,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;a2eb4db7-173e-51e8-8a7f-9478caf0fb9c;6a892b5d-017c-55b2-9c85-ff23693a2c1e,Manage Your Router > Monitor and Meter Internet Traffic > Start the Traffic Meter Without Traffic Volume Restrictions,,manual_review_pending,multi_block_procedure,False,317,158,206752,207944,5aa6044837eb8f26e3741d9a1a9542cb1413481bb1f2d18a82714b841de4daaa,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:b2adf112-ec34-5a14-81ae-3abfb50d721e,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,c4faa15f-23b0-5353-a11e-7f9b8aa71c9d,TEXT_BLOCK,"If you enabled the traffic meter, you can view the Internet traffic volume and statistics.
**To view the Internet traffic volume and statistics shown by the traffic meter:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > Traffic Meter**.
The Traffic Meter page displays.
5. Scroll down to the Internet Traffic Statistics section.
The Internet Traffic Statistics section displays when the traffic counter was started
and what the traffic balance is. The table displays information about the connection
time and traffic volume in MB.
6. To refresh the information on the page, click the **Refresh** button.
The information is updated.
7. To display more information about the data traffic and to change the polling interval,
click the **Traffic Status** button.
The Traffic Status pop-up window displays.",1183,189,296,149,149,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;a2eb4db7-173e-51e8-8a7f-9478caf0fb9c;c764bee8-9685-53e4-9c80-9aeb161c4b59,Manage Your Router > Monitor and Meter Internet Traffic > View the Internet Traffic Volume and Statistics,,manual_review_pending,table_or_figure_textual,False,319,159,207945,209128,4d3fd4649b981b89b20328bed235606829f758bca672c37bac12442e8d420d27,True,text-backed table/figure; reviewer must verify,d363d52d-99b4-4258-9e83-eca4fbdf4722:c4faa15f-23b0-5353-a11e-7f9b8aa71c9d,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,b5cc5c3e-2dc5-5332-92e2-698b8ebdb584,TEXT_BLOCK,"You can record and restrict the traffic by volume in MB. This is useful when your ISP
measures your traffic in volume.
**To record and restrict the Internet traffic by volume:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > Traffic Meter**.
The Traffic Meter page displays.
5. Select the **Enable Traffic Meter** check box.
6. Select the **Traffic volume control by** radio button.
7. From the corresponding menu, select an option:
**• Download only**. The restriction is applied to incoming traffic only.
**• Both Directions**. The restriction is applied to both incoming and outgoing traffic.
8. In the **Monthly Limit** field, enter how many MBytes (MB) per month are allowed.
9. If your ISP charges you for extra data volume when you make a new connection,
enter the extra data volume in MB in the **Round up data volume for each connection**
**by** field.
10. In the Traffic Counter section, set the traffic counter to begin at a specific time and
date.
11. In the Traffic Control section, enter a value in minutes to specify when the router
issues a warning message before the monthly limit in hours is reached.
This setting is optional. The router issues a warning when the balance falls below
the number of minutes that you enter. By default, the value is 0 and no warning
message is issued.
12. Select one or more of the following actions to occur when the limit is reached:
**• Turn the Internet LED to flashing green**. This setting is optional. When the traffic
limit is reached, the Internet LED blinks alternating green and amber.
**• Disconnect and disable the Internet connection**. This setting is optional. When
the traffic limit is reached, the Internet connection is disconnected and disabled.
13. Click the **Apply** button.
Your settings are saved and the router restarts.
The Internet Traffic Statistics section helps you to monitor the data traffic.",2255,378,564,150,151,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;a2eb4db7-173e-51e8-8a7f-9478caf0fb9c;4cb72705-2eab-5c8f-998c-4f7f413edcf2,Manage Your Router > Monitor and Meter Internet Traffic > Restrict Internet Traffic by Volume,,manual_review_pending,multi_block_procedure,False,321,160,209129,211384,d8369927572564be1a22aaac8f69bad747707bb40bbfc80b596924f884147b01,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:b5cc5c3e-2dc5-5332-92e2-698b8ebdb584,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,7226fbf2-570f-5631-9b58-54c9df9d8c9d,TEXT_BLOCK,"You can record and restrict the traffic by connection time. This is useful when your ISP
measures your connection time.
**To record and restrict the Internet traffic by connection time:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > Traffic Meter**.
The Traffic Meter page displays.
5. Select the **Enable Traffic Meter** check box.
6. Select the **Connection time control** radio button.
**Note:** The router must be connected to the Internet for you to be able to select the
**Connection time control** radio button.
7. In the **Monthly Limit** field, enter how many hours per month are allowed.
**Note:** The router must be connected to the Internet for you to be able to enter
information in the **Monthly Limit** field.
8. In the Traffic Counter section, set the traffic counter to begin at a specific time and
date.
9. In the Traffic Control section, enter a value in minutes to specify when the router
issues a warning message before the monthly limit in hours is reached.
This setting is optional. The router issues a warning when the balance falls under the
number of minutes that you enter. By default, the value is 0 and no warning message
is issued.
10. Select one or more of the following actions to occur when the limit is reached:
**• Turn the Internet LED to flashing green**. This setting is optional. When the traffic
limit is reached, the Internet LED alternates blinking green and amber.
**• Disconnect and disable the Internet connection**. This setting is optional. When
the traffic limit is reached, the Internet connection is disconnected and disabled.
11. Click the **Apply** button.
Your settings are saved and the router restarts.
The Internet Traffic Statistics section helps you to monitor the data traffic.",2119,353,530,151,152,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;a2eb4db7-173e-51e8-8a7f-9478caf0fb9c;dc3542f6-e195-59f5-9bda-9c10b5f4ce0b,Manage Your Router > Monitor and Meter Internet Traffic > Restrict Internet Traffic by Connection Time,,manual_review_pending,multi_block_procedure,False,323,161,211385,213504,e807f48c426615b6f27515ba8b11ae0cb90259bcb2d7192a35f080c14dcfa010,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:7226fbf2-570f-5631-9b58-54c9df9d8c9d,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,7856e894-111e-53fa-a711-a0d01acdcad8,TEXT_BLOCK,"If you configured the traffic meter to disconnect and disable the Internet connection
after the traffic limit is reached, you cannot access the Internet until you unblock the
traffic meter.
**CAUTION:** If your ISP set a traffic limit, your ISP might charge you for the overage traffic.
**To unblock the traffic meter:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > Traffic Meter**.
The Traffic Meter page displays.
5. In the Traffic Control section, clear the **Disconnect and disable the Internet**
**connection** check box.
6. Click the **Apply** button.
Your settings are saved and the router restarts.",989,160,248,152,152,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;a2eb4db7-173e-51e8-8a7f-9478caf0fb9c;58c32c42-66bf-5675-b864-20c5ebfb18b8,Manage Your Router > Monitor and Meter Internet Traffic > Unblock the Traffic Meter After the Traffic Limit Is Reached,,manual_review_pending,multi_block_procedure,False,325,162,213505,214494,16aee677bcca7473e062bfa4ae7441235ac87db721a841158d86e945af77df4b,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:7856e894-111e-53fa-a711-a0d01acdcad8,,,
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,6f5df26a-1f89-55d6-a0a7-650d5cce27d4,TEXT_BLOCK,"You can access your router over the Internet to view or change its settings. You must
know the router’s WAN IP address to use this feature.
**Note:** Be sure to change the password for the user name admin to a secure password.
The ideal password contains no dictionary words from any language and contains
uppercase and lowercase letters, numbers, and symbols. It can be up to 30 characters.
See Change the admin password on page 137.",434,76,109,153,153,P4,2,f5f44d2e-6abf-505f-beed-a65bdae84cc0;29def634-c9f3-58e9-9e11-b43c5b2adbea,Manage Your Router > Remote access,,manual_review_pending,single_block,False,327,163,214495,214929,aa045bab8f14f73c82208d5c3289c53937e240aee0e74a9cfd52cd51eba40b25,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:6f5df26a-1f89-55d6-a0a7-650d5cce27d4,TEMPLATE-157,,TEMPLATE-157
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,ca6f126f-0768-5543-9bb1-a7cd099fd58f,TEXT_BLOCK,"**To set up remote management:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > Remote Management**.
The Remote Management page displays.
5. Select the **Turn Remote Management On** check box.
6. In the Allow Remote Access By section, specify the external IP addresses to be allowed
to access the router’s remote management.
**Note:** For enhanced security, restrict access to as few external IP addresses as
practical.
Select one of the following:
**• Only This Computer**. Allow access from a single IP address on the Internet. Enter
the IP address to be allowed access.
**• IP Address Range**. Allow access from a range of IP addresses on the Internet.
Enter a beginning IP address and an ending IP address to define the allowed
range.
**• Everyone**. Allow access from any IP address on the Internet.
7. Specify the port number for accessing the router web interface.
Normal web browser access uses the standard HTTP service port 80. For greater
security, enter a custom port number for the remote router web interface. Choose
a number from 1024 to 65535, but do not use the number of any common service
port. The default is 8443, which is a common alternate for HTTP.
8. Click the **Apply** button.
Your settings are saved.",1615,272,404,153,154,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;29def634-c9f3-58e9-9e11-b43c5b2adbea;b439f1d3-ce64-50d9-98ac-1866a13b7176,Manage Your Router > Remote access > Set up remote management,,manual_review_pending,multi_block_procedure,False,329,164,214930,216545,101068f2956fab3a05aee09d60f8533c5698dacb21ef466f0bfddbcac6fcb516,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:ca6f126f-0768-5543-9bb1-a7cd099fd58f,TEMPLATE-038,EXACT-035,TEMPLATE-038
d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,12dad281-8f10-5bdd-9516-33bed9a6e3ba,TEXT_BLOCK,"**To use remote access:**
1. Launch a web browser on a computer that is not on your home network.
2. Type your router’s WAN IP address into your browser’s address or location field
followed by a colon (:) and the custom port number.
For example, if your external address is 134.177.0.123 and you use port number
8443, enter **http://134.177.0.123:8443** in your browser.",370,62,93,154,154,P4,3,f5f44d2e-6abf-505f-beed-a65bdae84cc0;29def634-c9f3-58e9-9e11-b43c5b2adbea;42e032f4-2136-5590-8878-4a0739d83cf4,Manage Your Router > Remote access > Use remote access,,manual_review_pending,multi_block_procedure,False,331,165,216546,216916,084a02b8fa32ca103c1bc8b0567cfe96d0fcfd973effa5ec38965c766bed1ae1,True,text-backed candidate; reviewer required,d363d52d-99b4-4258-9e83-eca4fbdf4722:12dad281-8f10-5bdd-9516-33bed9a6e3ba,TEMPLATE-044,EXACT-038,TEMPLATE-044
